STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4
579,PCG,Đầu tư PT Gas Đô thị,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
580,PCH,Nhựa Picomat,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
581,PCT,Vận tải Biển Global Pacific,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
582,PDB,DIN Capital,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
583,PEN,Xây lắp III Petrolimex,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
584,PGN,Phụ Gia Nhựa,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
585,PGS,Khí Miền Nam,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
586,PGT,PGT Holdings,HNX,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
587,PHN,Pin Hà Nội,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
588,PIA,Tin học Viễn thông Petrolimex,HNX,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định
589,PIC,Đầu tư Điện lực 3,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
590,PJC,TM và Vận tải Petrolimex HN,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
591,PLC,Hóa dầu Petrolimex,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
592,PMB,Phân bón và Hóa chất Dầu khí Miền Bắc,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
593,PMC,Pharmedic,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm
594,PMP,Bao bì Đạm Phú Mỹ,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
595,PMS,Cơ khí xăng dầu,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
596,POT,Thiết bị Bưu điện Postef,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Phần cứng
597,PPE,PVPower Engineering,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
598,PPP,PP.Pharco,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm
599,PPS,DVKT Điện lực Dầu khí,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
600,PPT,Petro Times,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
601,PPY,Xăng dầu dầu khí Phú Yên,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
602,PRC,Vận tải Portserco,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
603,PRE,Tái bảo hiểm PVI,HNX,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Tái bảo hiểm
604,PSC,Vận tải Petrolimex SG,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
605,PSD,Phân phối Tổng hợp Dầu khí,HNX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng
606,PSE,Phân bón và hóa chất dầu khí Đông Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
607,PSI,Chứng khoán Dầu khí,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
608,PSW,Phân bón hóa chất dầu khí Tây Nam Bộ,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
609,PTD,Thiết kế-XD-TM Phúc Thịnh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
610,PTI,Bảo hiểm Bưu điện,HNX,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ
611,PTS,Vận tải Petrolimex HP,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
612,PTX,VT Petrolimex Nghệ Tĩnh,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
613,PV2,Đầu tư PV2,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản
614,PVB,Bọc ống Dầu khí Việt Nam,HNX,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí
615,PVC,Hóa chất và Dịch vụ Dầu khí,HNX,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí
616,PVG,Kinh doanh LPG Việt Nam,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
617,PVI,Bảo hiểm PVI,HNX,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ
618,PVS,DVKT Dầu khí PTSC,HNX,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí
619,PXK,XL dầu khí Kinh Bắc,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
620,QHD,Que hàn Việt Đức,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Công nghiệp phức hợp
621,QST,Sách Quảng Ninh,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
622,QTC,GTVT Quảng Nam,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
623,RCL,Địa Ốc Chợ Lớn,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản
624,S55,Sông Đà 505,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
625,S99,Sông Đà 9.09 (SCI),HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
626,SAF,Thực Phẩm SAFOCO,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
627,SCG,Xây dựng SCG,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
628,SCI,SCI E&C,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
629,SD5,Sông Đà 5,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
630,SD9,Sông Đà 9,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
631,SDA,XKLĐ Sông Đà,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Đào tạo & Việc làm
632,SDC,Tư vấn Sông Đà,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
633,SDG,Sadico Cần Thơ,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
634,SDN,Sơn Đồng Nai,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
635,SDU,Đô thị Sông Đà,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
636,SEB,Điện miền Trung,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
637,SED,Phát triển GD Phương Nam,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
638,SFN,Dệt lưới Sài Gòn,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Nhà cung cấp thiết bị
639,SGC,Bánh phồng tôm Sa Giang,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
640,SGD,Sách GD TP.HCM,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
641,SGH,Khách sạn Sài Gòn,HNX,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn
642,SHE,PT Năng Lượng Sơn Hà,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng lâu bền
643,SHN,Đầu tư Tổng hợp Hà Nội,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
644,SHS,Chứng khoán SG - HN,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
645,SJ1,Nông nghiệp Hùng Hậu,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
646,SJE,Sông Đà 11,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
647,SLS,Mía đường Sơn La,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
648,SMN,Sách và thiết bị GD miền Nam,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
649,SMT,SAMETEL,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông
650,SPC,BV Thực vật Sài Gòn,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
651,SPI,Spiral Galaxy,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
652,SRA,SARA Việt Nam,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm
653,SSM,Kết cấu Thép VNECO,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
654,STC,Sách và TB Trường học TP HCM,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
655,STP,CN Thương Mại Sông Đà,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
656,SVN,Tập đoàn Vexilla Việt Nam,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
657,SZB,Sonadezi Long Bình,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản
658,TA9,Xây lắp Thành An 96,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
659,TBX,Xi măng Thái Bình,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
660,TDT,Đầu tư và Phát triển TDT,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
661,TET,May mặc Miền Bắc,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
662,TFC,CTCP Trang,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
663,THB,Bia Hà Nội - Thanh Hóa,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
664,THD,Công ty Thaiholdings,HNX,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản"
665,THS,Thanh Hoa Sông Đà,HNX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
666,THT,Than Hà Tu,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
667,TIG,Tập đoàn Đầu tư Thăng Long,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản
668,TJC,Dịch vụ Vận tải và Thương mại,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
669,TKU,Công nghiệp Tung Kuang,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Nhôm
670,TMB,Than Miền Bắc - Vinacomin,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
671,TMC,XNK Thủ Đức,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
672,TMX,Thương mại Xi măng,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
673,TNG,Đầu tư và Thương mại TNG,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
674,TOT,Vận tải Transimex,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
675,TPH,In Sách giáo khoa TP.Hà Nội,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
676,TPP,Nhựa Tân Phú VN,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
677,TSB,Ắc quy Tia Sáng,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
678,TTC,Gạch men Thanh Thanh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
679,TTH,TM và DV Tiến Thành,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
680,TTL,TCT Thăng Long,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
681,TTT,Du lịch - Thương Mại Tây Ninh,HNX,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
682,TV3,Tư vấn XD điện 3,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
683,TV4,Tư vấn XD Điện 4,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
684,TVC,Tập đoàn Trí Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt
685,TVD,Than Vàng Danh,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
686,TXM,Thạch cao Xi măng,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
687,UNI,Đầu tư và Phát triển Sao Mai Việt,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính
688,V12,VINACONEX 12,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
689,V21,Vinaconex 21,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản
690,VBC,Nhựa - Bao bì Vinh,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
691,VC1,Xây dựng số 1,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
692,VC2,Đầu tư và Xây dựng VINA2,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
693,VC3,Tập đoàn Nam Mê Kông,HNX,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản"
694,VC6,Visicons,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
695,VC7,BGI Group,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
696,VC9,Xây dựng số 9,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
697,VCC,Vinaconex 25,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
698,VCM,BV Life,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Đào tạo & Việc làm
699,VCS,VICOSTONE,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
700,VDL,Thực phẩm Lâm Đồng,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Vang & Rượu mạnh
701,VE1,VNECO 1,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
702,VE3,Xây dựng điện VNECO 3,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
703,VE4,Xây dựng điện VNECO4,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
704,VE8,Xây dựng Điện Vneco 8,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
705,VFS,Chứng khoán Nhất Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
706,VGP,Cảng Rau Quả,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
707,VGS,Ống thép Việt Đức,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
708,VHE,Dược liệu và Thực phẩm VN,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm
709,VHL,Viglacera Hạ Long,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
710,VIF,Lâm nghiệp Việt Nam,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
711,VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
712,VIT,Viglacera Tiên Sơn,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
713,VLA,PT Công nghệ Văn Lang,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm
714,VMC,VIMECO,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
715,VMS,Phát triển Hàng Hải,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
716,VNC,VINACONTROL,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
717,VNF,VINAFREIGHT,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
718,VNR,Tái bảo hiểm Quốc gia,HNX,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Tái bảo hiểm
719,VNT,Vận tải ngoại thương,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
720,VSA,Đại lý Hàng hải VN,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải
721,VSM,Container Miền Trung,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
722,VTC,Viễn thông VTC,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông
723,VTH,Dây cáp điện Việt Thái,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
724,VTJ,TM và Đầu tư VINATABA,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá
725,VTV,Năng lượng và Môi trường VICEM,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
726,VTZ,Nhựa Việt Thành,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
727,WCS,Bến xe Miền Tây,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
728,WSS,Chứng khoán Phố Wall,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
729,X20,May mặc X20,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
730,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép
731,AAH,Than Hợp Nhất,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
732,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
